"2015-01-13 02:00:00",96788,12.97,19.66,-28.3,81.5,-27.6,0.049,-26.5,77.41,-26.4,0.055,-25.76,76.96,-28.61,0.044,-22.59,58.48,-25.74,0.059,1.705,1.703,85.5,2.618,3.057,3.055,74.2,1.767,4.497,4.496,75.97,1.234,6.077,6.076,93.2,0.532,102.62,1,0,20000,20000,0,0,0,0,26.88,27,-26.89,-30.22,0.053,0.037,70.99,0.013,0.018,0.002,0.03,0.08,0.068,0.064,0.081,0,0,0.01,0.049,0,0,0,0,0,0,0,0
"2015-01-13 02:01:00",96789,12.96,19.8,-28.3,81.9,-27.53,0.049,-26.5,77.47,-26.4,0.055,-25.76,77.13,-28.59,0.044,-22.5,58.26,-25.7,0.059,1.748,1.747,86.3,2.473,3.06,3.059,74.71,1.627,4.46,4.459,77.26,1.275,6.195,6.195,94.7,0.508,102.63,1,0,20000,20000,0,0,0,0,26.88,27,-26.72,-30.22,0.053,0.037,69.8,0,0,0.003,0,0.142,0.071,0.074,0.071,0.043,0.013,0.01,0.022,0,0,0,0,0,0,0,0
"2015-01-13 02:02:00",96790,12.96,19.95,-28.29,82.2,-27.47,0.05,-26.5,77.51,-26.4,0.055,-25.75,77.19,-28.57,0.044,-22.47,57.94,-25.74,0.059,1.787,1.784,86.1,2.866,3.08,3.079,75.26,1.551,4.438,4.438,77.81,1.057,6.255,6.255,94,0.204,102.62,1,0,20000,20000,0,0,0,0,26.88,27,-26.61,-30.17,0.054,0.038,69.42,0.025,0,0.005,0.047,0.118,0.073,0.067,0.176,0.044,0.018,0.01,0.048,0,0,0,0,0,0,0,0
"2015-01-13 02:03:00",96791,12.96,20.09,-28.23,82.6,-27.4,0.05,-26.5,77.49,-26.43,0.055,-25.75,77.23,-28.56,0.044,-22.45,57.44,-25.81,0.058,1.842,1.841,84.3,1.984,3.078,3.077,74.11,1.492,4.527,4.526,76.97,0.979,6.26,6.26,94.2,0.567,102.63,1,0,20000,20000,0,0,0,0,26.88,27,-26.61,-29.89,0.054,0.039,71.46,0.045,0,0.002,0.05,0.087,0.074,0.066,0.129,0,0.046,0.012,0.028,0,0,0,0,0,0,0,0
"2015-01-13 02:04:00",96792,12.95,20.25,-28.2,82.7,-27.36,0.05,-26.5,77.49,-26.44,0.055,-25.74,76.96,-28.6,0.044,-22.51,57.21,-25.91,0.057,1.828,1.827,85.5,2.335,3.072,3.07,75.41,1.646,4.558,4.558,76.43,1.083,6.325,6.324,92.9,0.866,102.63,1,0,20000,20000,0,0,0,0,26.88,27,-26.56,-29.78,0.054,0.039,71.88,0,0,0.005,0.025,0.068,0.074,0.093,0.084,0.048,0.049,0.013,0.043,0,0,0,0,0,0,0,0
"2015-01-13 02:05:00",96793,12.95,20.41,-28.2,82.7,-27.3,0.05,-26.5,77.56,-26.42,0.055,-25.74,76.87,-28.6,0.044,-22.5,56.75,-26,0.057,1.862,1.86,85.8,2.704,3.063,3.062,75.61,1.704,4.508,4.508,77.1,0.905,6.353,6.353,94.1,0.38,102.63,1,0,20000,20000,0,0,0,0,26.88,27,-26.61,-29.72,0.054,0.039,72.7,0.018,0,0.003,0.013,0.059,0.065,0.049,0.155,0.018,0.042,0.007,0,0,0,0,0,0,0,0,0
"2015-01-13 02:06:00",96794,12.95,20.56,-28.13,82.7,-27.3,0.05,-26.5,77.64,-26.41,0.055,-25.74,76.88,-28.61,0.044,-22.5,56.53,-26,0.057,1.858,1.857,85.2,2.355,3.072,3.071,75.91,1.563,4.513,4.513,76.25,0.826,6.342,6.341,94.2,0.457,102.63,1,0,20000,20000,0,0,0,0,26.88,27,-26.5,-29.78,0.055,0.039,71.48,0.043,0,0.004,0,0.079,0.075,0.03,0.055,0.018,0.03,0.006,0,0,0,0,0,0,0,0,0
"2015-01-13 02:07:00",96795,12.94,20.73,-28.1,82.8,-27.25,0.051,-26.5,77.64,-26.42,0.055,-25.74,76.99,-28.59,0.044,-22.5,56.46,-26.01,0.057,1.867,1.866,83.7,1.606,3.107,3.106,74.91,1.566,4.578,4.578,75.67,0.788,6.293,6.293,94.1,0.308,102.63,1,0,20000,20000,0,0,0,0,26.88,27,-26.56,-29.83,0.054,0.039,71.47,0,0,0.005,0,0.072,0.071,0.049,0.09,0.05,0.042,0.007,0.036,0,0,0,0,0,0,0,0
"2015-01-13 02:08:00",96796,12.94,20.89,-28.09,82.6,-27.21,0.051,-26.5,77.68,-26.41,0.055,-25.75,77.35,-28.55,0.044,-22.5,56.16,-26.1,0.057,1.827,1.826,82.4,1.611,3.103,3.102,74.05,1.521,4.562,4.561,75.39,0.793,6.278,6.278,93.8,0.653,102.62,1,0,20000,20000,0,0,0,0,26.88,27,-26.5,-29.83,0.055,0.039,71.07,0.025,0,0.005,0,0.103,0.059,0.098,0.089,0.034,0.032,0.014,0.013,0,0,0,0,0,0,0,0
"2015-01-13 02:09:00",96797,12.94,21.05,-28.02,82.2,-27.25,0.05,-26.5,77.69,-26.42,0.055,-25.74,77.23,-28.56,0.044,-22.53,55.83,-26.16,0.056,1.742,1.741,82,1.938,3.003,3.002,72.6,1.629,4.427,4.426,73.97,1,6.355,6.354,91.9,0.831,102.62,1,0,20000,20000,0,0,0,0,26.88,27,-26.5,-29.78,0.055,0.039,71.48,0.042,0,0.002,0.047,0.117,0.074,0.18,0.143,0.05,0.042,0.024,0.052,0,0,0,0,0,0,0,0
